NCT Number	Study Summary
NCT04364230	Study Title: Melanoma Vaccine Against Neoantigen and Shared Antigens by CD40 Activation and TLR Agonists In Patients With Melanoma (Including Ocular Melanoma). Brief Summary: This study evaluates whether it is safe to administer a peptide vaccine made of 6MHP and a mutated neoantigen peptide (BRAF585-614-V600E) combined with adjuvants. The adjuvants that will be used in this trial are a CD40 antibody (CDX-1140) and a toll-like receptor (TLR) 3 agonist (Poly-ICLC). The study will also investigate the effects of the vaccine and the adjuvants on the immune response. The investigators will monitor these effects by performing tests in the laboratory on participants' blood and skin tissue.
NCT01309230	Study Title: A Trial of FANG Vaccine for Participants With Ovarian Cancer. Brief Summary: This was a clinical trial for women with ovarian cancer scheduled to have an operation to remove the cancerous tissue. The cancer cells removed during the planned surgery were used to attempt to make the investigational product, named Vigil. Vigil is considered an immunotherapy. In this study, participants who met the requirements to be in the study and if Vigil was successfully made from the participants cancer cells, participants underwent treatment with their standard chemotherapy regimen. At the end of the standard chemotherapy regimen and if there was no evidence of remaining cancer, participants were randomly assigned to receive the Vigil or would be assigned to the standard of care group, which in this study meant no further treatment was given to the participant. The purpose of this study was to compare the difference between the participants who received Vigil versus the usual care after completion of standard chemotherapy and to determine if Vigil delayed or prevented ovarian cancer from coming back.
NCT01729663	Study Title: Phase II/III Clinical Study CSF470 Plus BCG Plus GM-CSF vs IFN Alpha 2b in Stage IIB, IIC and III Melanoma Patients. Brief Summary: Randomized, open, Phase II-III study, comparative between treatment with CSF-470 vaccine , allogeneic, irradiated with BCG and molgramostin (rHuGM-CSF) as adjuvants and interferon alfa 2b (IFN-alpha2b) treatment , in stages IIB, IIC o III (AJCC) post-surgery cutaneous melanoma patients. This study has been approved by ANMAT ( Administración Nacional de Medicamentos, Alimentos y Tecnología Médica (ANMAT)), number 1556/2011 (www.anmat.gov.ar). The study Institution is Instituto Médico Especializado Alexander Fleming, Ciudad Autónoma de Buenos Aires, Argentina. The Sponsor is Laboratory Pablo Cassará (LPC, S.R.L.). Study population include a total of 108 patients (72 patients will receive CSF470 vaccine and 36 patients will receive alpha IFN-alpha 2b) for a total of 24 months. CSF-470 treatment will consist of four vaccine doses id injection (three weeks apart), then one dose every two months for the first year and them every three months for the second year. Each vaccine consist of a mixture of 17,6.106 melanoma cells, from four melanoma cell lines, not genetically modified and lethally irradiated. As adjuvant BCG (120 µg prot) the first day and rHuGM-CSF (Molgramostim, 400 µg, fractionated in four days doses) will be used. IFN-alpha 2b treatment will consist of s.c. injection of 10 million units (MU) (5 t/w ) for four weeks and then 5 MU (3t/w) for 23 months. Both treatments will also compare quality of life (QOL) and study a possible correlation in the CSF470 vaccine arm between the induced immune response and clinical outcome.
NCT04552886	Study Title: Dendritic Cell Vaccination With Standard Postoperative Chemoradiation for the Treatment of Adult Glioblastoma. Brief Summary: Effective treatments are desperately needed for glioblastoma (GBM) patients. This phase I clinical trial assesses the safety of a novel personalized dendritic-cell vaccine administered to GBM patients shortly after completing standard-of-care treatments. Secondary outcomes will evaluate patient progression-free survival and overall survival.
NCT02978222	Study Title: Folate Receptor Alpha Peptide Vaccine With GM-CSF Versus GM-CSF Alone in Patients With Platinum Sensitive Ovarian Cancer. Brief Summary: This is a double-blind, randomized, parallel groups Phase II trial. Patients with platinum-sensitive advanced ovarian cancer, defined as a lack of progression by RECIST v1.1 criteria following completion of standard-of-care chemotherapy, including a minimum of 4 cycles of a platinum-containing regimen. Patients will be randomized to either the vaccine regimen with GM-CSF adjuvant or GM-CSF adjuvant alone as a control group. Treatment will be administered as a consolidation therapy within one year of the last administration of platinum, targeting the first remission.
NCT03850522	Study Title: PD-L1 Peptide Vaccination in High Risk Smoldering Multiple Myeloma. Brief Summary: This study is evaluating a new vaccine against PD-L1 as a possible treatment for high-risk smoldering multiple myeloma.
NCT00485563	Study Title: A Phase II Study of EC17 (Folate-hapten Conjugate) in Patients With Progressive Metastatic Renal Cell Carcinoma. Brief Summary: This is a Phase 2 clinical trial to collect data on tumor responses produced by folate-hapten conjugate therapy (vaccination with EC90 \[KLH-FITC\] and GPI-0100 adjuvant followed by treatment with EC17 (folate-FITC) in combination with low-dose cytokines in patients with progressive metastatic renal cell carcinoma. All patients will undergo imaging with the investigational imaging agent 99mTc-EC20 (FolateScan) during the screening period to confirm eligibility for the treatment portion of the clinical trial.
NCT00003339	Study Title: Vaccine Therapy With or Without Interleukin-12 in Treating Patients With Stage III or Stage IV Melanoma. Brief Summary: RATIONALE: Vaccines made from a person's cancer cells may make the body build an immune response that will kill tumor cells. Interleukin-12 may kill tumor cells by stopping blood flow to the tumor and by stimulating white blood cells to kill melanoma cells. PURPOSE: Randomized phase II trial to determine the effectiveness of vaccine therapy given with interleukin-12 in treating patients who have stage III or stage IV melanoma.
NCT02334735	Study Title: A Comparison of Matured Dendritic Cells and Montanide in Study Subjects With High Risk of Melanoma Recurrence. Brief Summary: Vaccine adjuvants are compounds used to increase specific immune responses to antigens, but have minimal toxicity or lasting immune effects on their own. This study investigates the use of dendritic cells as an adjuvant for NY-ESO-1 and Melan-A/MART-1 peptides compared to Montanide in study subjects with melanoma in complete clinical remission.
NCT05846516	Study Title: A Study to Evaluate ATP150/ATP152, VSV-GP154 and Ezabenlimab in Patients With KRAS G12D/G12V Mutated PDAC (KISIMA-02). Brief Summary: The goal of this clinical trial is to test an experimental treatment (immunotherapy) in pancreatic cancer patients. The main research objectives are: * to evaluate if the KISIMA-02 treatment is safe and well-tolerated (first part)\* to evaluate if the KISIMA-02 treatment has an impact on the time to observe a possible reappearance of the tumor (second part). Participants will receive: i) a therapeutic protein vaccine ATP150 or ATP 152 ii) a viral vector VSV-GP154 iii) an immune checkpoint inhibitor Ezabenlimab In the second part of the study, researchers will compare treatment group versus observational group.
NCT05936216	Study Title: TVI-Brain-1 in Expanded Access Patient. Brief Summary: TVI-Brain-1 is being offered as a potential treatment option to a Named Patient (Emergency Use Authorization IND) for recurrent glioblastoma as there is no effective systemic treatment available for this disease or patient. TVI-Brain-1 is an experimental treatment that takes advantage of the fact that your body can produce immune cells, called 'killer' white blood cells that have the ability to kill large numbers of the cancer cells that are present in your body. TVI-Brain-1 is designed to generate large numbers of those 'killer' white blood cells and to deliver those cells into your body so that they can kill your cancer cells.
